hc1_2010,hc1_2011,hc1_2012,hc1_2013,hc1_2014,hc1_2015,hc1_2016,hc1_2017,hc1_2018,id
2.0861077,2.1030738,2.1182706,2.1586866,2.2257636,2.2277675,2.2297735,2.2600796,2.2621145,1101
1.8193877,1.8541012,1.9048438,1.934212,1.960501,1.964033,1.9979068,2.0250614,2.063699,1102
1.964033,1.9693431,1.9746674,1.9800062,1.981789,2.015969,2.0581346,2.116365,2.12591,1103
2.12591,2.1393456,2.1625757,2.1645229,2.2018547,2.3135889,2.3156722,2.3790472,2.3811891,1104
1.8843821,1.892881,1.8997077,1.9255276,1.9429356,1.946436,1.981789,2.0177844,2.0268848,1105
2.2621145,2.274363,2.2866776,2.2990592,2.3115077,2.3833332,2.3854792,2.3876271,2.3897769,1106
1.9889363,2.0015063,2.0123436,2.0232396,2.0861077,2.1431999,2.1880264,2.2560151,2.2641513,1107
2.3366075,2.338711,2.340817,2.3429246,2.3747685,2.4397607,2.4419575,2.4441564,2.4907904,1108
2.0433693,2.0470505,2.0692785,2.082356,2.101182,2.1959176,2.1978948,2.1998739,2.2097957,1109
2.1182706,2.1393456,2.1489944,2.1645229,2.2177653,2.2764108,2.2784605,2.2805121,2.2825654,1110
1.886079,1.944685,1.9979068,2.0232396,2.0655572,2.0674169,2.0711417,2.0730066,2.074873,1111
1.8607879,1.9622661,1.9693431,1.9979068,2.0341947,2.0360262,2.0415308,2.0767412,2.0786114,1112
1.6538403,1.7534758,1.8574415,1.8776106,1.8843821,1.8877771,1.8945854,1.944685,1.9979068,1113
1.9835734,1.9889363,1.9925196,1.9979068,2.0015063,2.0452089,2.0936313,2.1431999,2.1880264,1114
1.8979987,1.932472,2.0051122,2.0141556,2.0415308,2.0955164,2.0992916,2.101182,2.1030738,1115
1.9065589,1.9359536,1.9889363,1.9997057,2.0323648,2.0341947,2.0452089,2.0786114,2.1239977,1116
2.0341947,2.0955164,2.1742854,2.2337906,2.2479079,2.3345053,2.3366075,2.3619795,2.3641062,1117
2.0305364,2.0360262,2.0415308,2.0452089,2.1106586,2.1393456,2.1412718,2.21577,2.2197621,1118
2.9209239,2.9446795,2.9632895,2.9954665,3.0443883,3.0471296,3.0996833,3.105268,3.1080639,1171
2.4773762,2.4863107,2.4952776,2.5065317,2.5383139,2.5428867,2.57513,2.6195433,2.6839781,1172
2.5337489,2.5451765,2.5566556,2.5658762,2.5681863,2.5704989,2.621902,2.6671219,2.7058065,1173
2.4596031,2.4773762,2.4952776,2.5428867,2.5474682,2.5520577,2.5797694,2.6623256,2.6647227,1174
1.7629702,1.7805103,1.799844,1.8193877,1.8391435,1.8407996,1.8574415,1.8979987,1.944685,1175
1.5114962,1.5169474,1.5224183,1.5279088,1.5334191,1.5347999,1.557061,1.5584629,1.5598662,1201
1.9237953,1.944685,1.9587373,1.9675714,1.9711162,1.9871471,2.0341947,2.0544331,2.074873,1202
2.0305364,2.0396945,2.0470505,2.0618424,2.0955164,2.1049676,2.120178,2.1821268,2.1880264,1203
1.9394414,1.9481885,1.9552146,1.964033,1.9728911,2.0581346,2.0599875,2.1068628,2.1087599,1204
2.1567447,2.1684227,2.2058215,2.2560151,2.2580464,2.3115077,2.3135889,2.3429246,2.3833332,1205
2.3876271,2.3962381,2.40488,2.4135532,2.4222577,2.4773762,2.4796069,2.4818397,2.5360303,1206
2.0861077,2.1144612,2.1412718,2.1684227,2.1840916,2.1978948,2.2038372,2.2499321,2.2560151,1207
1.9764454,2.0015063,2.0177844,2.0341947,2.0507386,2.1144612,2.116365,2.1412718,2.1431999,1208
2.1125591,2.116365,2.120178,2.1239977,2.1880264,2.2078078,2.2197621,2.2378151,2.2846208,1209
2.1087599,2.1316578,2.1567447,2.1645229,2.166472,2.186058,2.1880264,2.2277675,2.2784605,1210
2.2237613,2.2539854,2.2825654,2.2990592,2.3156722,2.3513744,2.3534915,2.3598545,2.3619795,1211
2.2866776,2.2887366,2.2907975,2.3240235,2.3429246,2.3471456,2.3897769,2.3940823,2.4419575,1212
1.960501,1.9800062,1.9979068,1.9979068,2.0268848,2.0396945,2.0879862,2.1509295,2.1528661,1213
1.3518851,1.4014397,1.4077603,1.4699084,1.5183132,1.5183132,1.5196804,1.5612706,1.5967973,1214
2.1625757,2.1782024,2.1998739,2.2078078,2.2237613,2.2277675,2.2297735,2.2682304,2.305275,1215
1.9552146,2.0123436,2.0692785,2.101182,2.1278243,2.1393456,2.1412718,2.1431999,2.1451297,1216
2.1220868,2.1316578,2.1412718,2.1528661,2.1625757,2.21577,2.2358019,2.2378151,2.2764108,1217
1.9979068,2.0069175,2.0141556,2.0581346,2.0618424,2.0692785,2.1182706,2.120178,2.1509295,1218
1.9481885,1.9587373,1.9693431,1.9997057,2.0033083,2.0069175,2.0087247,2.0232396,2.0250614,1219
2.1239977,2.1278243,2.1297402,2.1316578,2.1374209,2.2297735,2.2317812,2.2337906,2.2600796,1220
1.9907272,2.0488937,2.0786114,2.080483,2.0842311,2.1297402,2.1316578,2.1354983,2.1821268,1221
1.9622661,2.0051122,2.0452089,2.101182,2.1821268,2.1840916,2.186058,2.1880264,2.1899967,1222
1.9534558,2.0087247,2.0396945,2.0730066,2.1049676,2.1125591,2.116365,2.1182706,2.120178,1223
1.6272639,1.6199577,1.634603,1.6478971,1.7237463,1.7252984,1.7268518,1.7284067,1.7299629,1224
1.5654918,1.537565,1.5939257,1.6039991,1.6748104,1.6763184,1.6808506,1.6823641,1.7160069,1225
2.3156722,2.3577316,2.3577316,2.4005549,2.4222577,2.4266217,2.4288065,2.4309933,2.4397607,1271
2.1548045,2.1801639,2.2237613,2.2277675,2.2539854,2.2723169,2.274363,2.2764108,2.2969909,1272
2.5474682,2.5566556,2.6007502,2.6007502,2.6195433,2.6266255,2.6313579,2.7058065,2.7106812,1273
2.3513744,2.3919284,2.4288065,2.4684737,2.4706962,2.4729209,2.4751475,2.4796069,2.5133085,1274
2.5820923,2.6030922,2.6242628,2.6337271,2.6623256,2.6912346,2.7351875,2.7524736,2.7823615,1275
2.3471456,2.3747685,2.4027164,2.40488,2.4092128,2.5223727,2.5223727,2.5914044,2.6313579,1276
2.4640346,2.4684737,2.4706962,2.4818397,2.4885495,2.5658762,2.5681863,2.5867443,2.6030922,1277
1.9429356,1.9117136,1.9728911,2.0842311,2.0861077,2.0879862,2.0917478,2.1297402,2.1316578,1278
1.7377653,1.7393301,1.7408961,1.7424637,1.745603,1.7582166,1.7982249,1.8259493,1.8691803,1301
1.9359536,1.9764454,2.015969,2.063699,2.0730066,2.074873,2.0767412,2.0786114,2.080483,1302
1.9048438,1.9289967,1.9534558,1.9693431,1.9746674,1.9764454,1.978225,1.981789,2.0250614,1303
1.892881,1.8945854,1.9117136,1.9289967,1.932472,1.934212,1.964033,2.0033083,2.0123436,1304
1.960501,1.978225,1.9871471,2.0141556,2.0177844,2.0415308,2.0767412,2.080483,2.1374209,1305
1.814482,1.8243066,1.8391435,1.8541012,1.8574415,1.8591139,1.8776106,1.9134349,1.964033,1306
1.9746674,1.9961094,2.0378594,2.0711417,2.0730066,2.0861077,2.0879862,2.1278243,2.186058,1307
1.9411876,1.946436,1.9675714,1.978225,1.9800062,2.0378594,2.0396945,2.0470505,2.0488937,1308
1.9220648,1.9411876,1.960501,1.981789,1.9853594,1.9871471,1.9889363,1.9907272,1.9925196,1309
1.9411876,1.946436,1.9534558,2.0177844,2.0488937,2.0507386,2.0525851,2.0544331,2.082356,1310
1.9516984,2.0232396,2.0323648,2.0433693,2.0525851,2.0599875,2.097403,2.0992916,2.101182,1311
1.8911781,1.9186081,1.944685,1.964033,1.9693431,2.0232396,2.0250614,2.0268848,2.0287099,1312
2.5360303,2.5774486,2.6313579,2.6647227,2.6743331,2.6839781,2.7499974,2.7698689,2.7723629,1371
2.5223727,2.526917,2.5383139,2.6242628,2.6313579,2.6360986,2.6408477,2.6791511,2.6936576,1372
2.23983,2.2580464,2.3135889,2.340817,2.3833332,2.3854792,2.4419575,2.4441564,2.446357,1373
2.4596031,2.5020239,2.5405991,2.5797694,2.6408477,2.7131221,2.7949102,2.7974269,2.7999456,1374
2.5728133,2.5867443,2.6007502,2.6101298,2.621902,2.6408477,2.6863945,2.7648878,2.7673774,1375
2.3577316,2.3897769,2.4222577,2.4441564,2.4507644,2.5246439,2.526917,2.5612617,2.5635679,1376
2.2438653,2.3032014,2.3135889,2.4331822,2.446357,2.4507644,2.4796069,2.4818397,2.5405991,1377
1.9099938,1.9569752,1.9961094,1.9997057,2.0861077,2.0879862,2.0898659,2.0917478,2.1125591,1401
1.9117136,1.9307336,1.9429356,1.9569752,1.9728911,2.0214195,2.0232396,2.0341947,2.0842311,1402
1.8014646,1.8210258,1.8275933,1.8341845,1.8457764,1.8474383,1.8674989,1.9082756,1.9099938,1403
1.8674989,1.9117136,1.9481885,2.0069175,2.0214195,2.0861077,2.0879862,2.0898659,2.1374209,1404
2.1684227,2.1919684,2.2018547,2.2097957,2.2580464,2.2887366,2.2907975,2.3303068,2.3811891,1405
2.0692785,2.1606305,2.166472,2.1723292,2.1723292,2.21577,2.2177653,2.2661901,2.2682304,1406
1.9082756,1.9186081,1.9307336,1.9429356,2.0232396,2.0250614,2.0488937,2.0879862,2.1239977,1407
2.080483,2.1182706,2.1762431,2.1998739,2.2078078,2.2117853,2.2137768,2.2257636,2.2907975,1408
1.9186081,1.9289967,1.9394414,1.9499427,1.9853594,1.9853594,2.0323648,2.0341947,2.082356,1409
1.7346401,1.7582166,1.844116,1.934212,1.9534558,1.9552146,1.9569752,1.9587373,1.960501,1410
2.6124802,2.6527584,2.6623256,2.6743331,2.6791511,2.6839781,2.7401152,2.7425826,2.7450521,1471
2.3219328,2.3345053,2.3471456,2.3598545,2.3641062,2.3662348,2.3683653,2.3876271,2.4244387,1473
1.8524332,1.886079,1.9394414,2.0015063,2.0123436,2.0141556,2.0655572,2.0898659,2.0917478,1501
1.8079616,1.8292389,1.8591139,1.8776106,1.8843821,1.8911781,1.9534558,1.9853594,1.9943137,1502
1.8095895,1.8177509,1.8658187,1.8979987,1.9168822,1.9186081,1.9359536,1.9587373,1.9871471,1503
1.9082756,1.9376967,1.9429356,1.9481885,1.9516984,1.9534558,1.9979068,2.0123436,2.0214195,1504
1.944685,1.9534558,1.964033,1.9746674,1.9961094,2.056283,2.0581346,2.0692785,2.0711417,1505
1.5500698,1.5839156,1.650866,1.7006321,1.70523,1.756635,1.7661464,1.7677367,1.7693284,1506
1.830886,1.8541012,1.8776106,1.9186081,1.9255276,1.9411876,1.9516984,1.9534558,1.9746674,1507
1.8079616,1.8557706,1.874234,1.9237953,1.960501,1.9693431,1.9711162,1.9728911,1.9746674,1508
2.0123436,2.015969,2.0214195,2.0268848,2.0287099,2.0305364,2.0525851,2.0692785,2.0711417,1509
2.3769069,2.4288065,2.526917,2.5844171,2.6007502,2.6030922,2.6077819,2.6101298,2.6124802,1571
2.1919684,2.21577,2.2277675,2.2418468,2.2580464,2.2825654,2.3156722,2.3619795,2.4244387,1572
1.9359536,1.9499427,1.9764454,1.9764454,2.0378594,2.0861077,2.116365,2.1821268,2.1840916,1601
1.6975738,1.6991022,1.70523,1.7805103,1.7853242,1.7869316,1.8341845,1.8793012,1.8809934,1602
1.8391435,1.8725479,1.8725479,1.9048438,1.9099938,1.946436,1.9481885,1.9622661,1.981789,1603
1.9203357,1.9499427,2.0069175,2.0105333,2.0287099,2.0711417,2.0730066,2.1354983,2.1374209,1604
1.6884315,1.7268518,1.7330797,1.7408961,1.8128496,1.8259493,1.8524332,1.9082756,1.9255276,1605
1.882687,1.8911781,1.8979987,1.9065589,1.9082756,1.9711162,1.9728911,1.9800062,1.981789,1606
1.7440325,1.7487478,1.7933762,1.8030866,1.8557706,1.8574415,1.8591139,1.9048438,1.9065589,1607
1.8275933,1.8574415,1.8641404,1.9220648,1.9289967,1.9569752,1.9587373,1.9925196,2.0214195,1608
1.7408961,1.794991,1.8210258,1.8474383,1.886079,1.886079,1.8877771,1.8979987,1.9237953,1609
1.7805103,1.830886,1.8557706,1.8793012,1.9359536,1.9376967,1.9394414,1.9411876,1.978225,1610
1.8095895,1.8641404,1.8725479,1.8809934,1.9014181,1.9272614,1.9289967,1.9411876,1.9429356,1611
1.794991,1.794991,1.7966073,1.7933762,1.794991,1.799844,1.8014646,1.8063352,1.8079616,1612
1.6991022,1.70523,1.7206464,1.6717985,1.7252984,1.7677367,1.7837181,1.7853242,1.7869316,1613
2.3811891,2.4200785,2.4596031,2.5020239,2.5110474,2.5155714,2.5383139,2.5405991,2.5428867,1671
2.1278243,2.2257636,2.274363,2.3556108,2.3726323,2.3769069,2.3876271,2.3897769,2.3962381,1672
2.1239977,2.1297402,2.1335771,2.1393456,2.1703751,2.1742854,2.1762431,2.2337906,2.2641513,1673
2.2499321,2.2702727,2.2887366,2.3073506,2.3135889,2.3450344,2.3492591,2.3513744,2.3534915,1674
2.080483,2.0992916,2.1220868,2.1899967,2.1978948,2.1998739,2.2018547,2.2038372,2.2499321,1701
1.9429356,1.9711162,1.9764454,1.9800062,1.981789,2.0360262,2.0599875,2.0618424,2.063699,1702
1.8491018,1.8997077,1.9237953,2.0069175,2.0177844,2.0196011,2.0214195,2.0232396,2.0268848,1703
1.9979068,2.0015063,2.0051122,2.0105333,2.0105333,2.0141556,2.0177844,2.0470505,2.0992916,1704
1.8877771,1.892881,1.8962913,1.8997077,1.9411876,1.9429356,1.9728911,2.0087247,2.0360262,1705
1.8658187,1.8877771,1.9099938,1.934212,1.946436,1.9499427,2.0268848,2.0305364,2.0323648,1706
1.9376967,1.9376967,1.9376967,1.9376967,1.9853594,2.0123436,2.0287099,2.0305364,2.0341947,1707
1.8877771,1.9014181,1.9082756,1.9151577,1.964033,1.9658015,2.0232396,2.0250614,2.0396945,1708
1.772516,1.7917629,1.8193877,1.8457764,1.8541012,1.8574415,1.8591139,1.8607879,1.9014181,1709
2.6719272,2.7009404,2.7327271,2.7624004,2.7999456,2.8024666,2.8049901,2.8328974,2.835448,1771
1.8243066,1.8524332,1.882687,1.9134349,1.9203357,1.9237953,1.9255276,1.934212,1.981789,1801
1.7408961,1.745603,1.7582166,1.7709215,1.8161157,1.8541012,1.8557706,1.8574415,1.8708633,1802
1.772516,1.8030866,1.830886,1.8591139,1.8793012,1.9186081,1.9693431,1.9925196,1.9943137,1803
1.8374891,1.8557706,1.8793012,1.9031302,1.9048438,1.9117136,1.9728911,1.9746674,1.9764454,1804
1.8474383,1.8641404,1.882687,1.8843821,1.8877771,1.9014181,1.9411876,1.9429356,1.9658015,1805
1.8793012,1.9481885,1.9499427,1.9499427,1.9979068,1.9997057,2.0015063,2.0525851,2.0898659,1806
1.7550547,1.7789086,1.7805103,1.8243066,1.8374891,1.932472,1.934212,1.9359536,1.9376967,1807
1.7933762,1.8079616,1.8292389,1.8507668,1.8945854,1.8962913,1.8979987,1.9031302,1.9151577,1808
1.8341845,1.8358361,1.8391435,1.8759215,1.9134349,1.9168822,1.9186081,1.9552146,1.9587373,1809
1.9499427,1.944685,1.9552146,1.9658015,1.9693431,2.0232396,2.0250614,2.0268848,2.056283,1810
1.6598048,1.6583116,1.6598048,1.6627952,1.6853951,1.7346401,1.7362021,1.7773082,1.8112189,1811
1.7773082,1.7709215,1.7821134,1.7917629,1.8457764,1.8474383,1.8491018,1.892881,1.8945854,1812
1.9411876,1.9411876,1.944685,1.9376967,1.9394414,1.9587373,1.960501,1.978225,1.9800062,1813
2.3641062,2.4485598,2.4952776,2.6360986,2.6551471,2.6599305,2.6623256,2.6647227,2.6671219,1871
2.3303068,2.4027164,2.40488,2.5658762,2.5820923,2.5844171,2.5867443,2.5890732,2.5984106,1872
1.9203357,1.9711162,2.0105333,2.0323648,2.0396945,2.0433693,2.0470505,2.0898659,2.0917478,1901
1.9255276,1.934212,1.9499427,2.0581346,2.0674169,2.0711417,2.0730066,2.074873,2.082356,1902
1.7144631,1.7408961,1.7629702,1.7837181,1.8063352,1.8243066,1.8591139,1.8877771,1.9082756,1903
1.7645576,1.7709215,1.794991,1.8193877,1.8243066,1.8275933,1.8292389,1.8424569,1.844116,1904
1.6170443,1.6243374,1.6316634,1.6899518,1.6960466,1.6975738,1.7098403,1.7346401,1.772516,1905
1.8708633,1.9186081,1.9658015,2.0232396,2.0341947,2.0378594,2.0452089,2.0544331,2.080483,1906
2.3429246,2.3534915,2.3641062,2.3769069,2.3790472,2.40488,2.4070454,2.4092128,2.411382,1971
1.8574415,1.8591139,1.9203357,1.9943137,2.0051122,2.0069175,2.0087247,2.0177844,2.0196011,2101
2.0692785,2.0786114,2.0879862,2.097403,2.1106586,2.1144612,2.116365,2.1182706,2.120178,2102
1.8877771,1.934212,2.0087247,2.0305364,2.0674169,2.1393456,2.1412718,2.1431999,2.1899967,2103
1.6025562,1.6112335,1.6185004,1.6258,1.6449336,1.6464146,1.6929964,1.7113799,1.7582166,2104
1.7315207,1.7330797,1.7362021,1.7377653,1.7408961,1.814482,1.8161157,1.8259493,1.8275933,2105
2.5797694,2.6289907,2.6360986,2.6408477,2.6432257,2.6456058,2.715565,2.7180099,2.7204573,2171
2.2764108,2.3450344,2.4157264,2.4353733,2.446357,2.4485598,2.4507644,2.4529712,2.4551797,2172
1.9499427,1.978225,2.015969,2.0525851,2.0599875,2.0618424,2.0992916,2.101182,2.1412718,3101
2.6148324,2.6456058,2.6575375,2.6791511,2.6839781,2.7475235,2.7949102,2.8075159,2.8328974,3171
2.6384721,2.6743331,2.7106812,2.7351875,2.7425826,2.7698689,2.820178,2.8405566,2.850801,3172
2.5867443,2.6124802,2.6360986,2.6551471,2.6599305,2.6623256,2.6936576,2.6960831,2.7499974,3173
2.411382,2.4200785,2.4441564,2.4684737,2.4885495,2.4930327,2.5405991,2.5428867,2.5451765,3174
2.411382,2.411382,2.411382,2.4266217,2.4266217,2.4706962,2.5110474,2.5960734,2.6171868,3175
1.8607879,1.8641404,1.9237953,1.946436,2.0069175,2.0087247,2.0232396,2.0250614,2.0323648,3201
1.6884315,1.7268518,1.7661464,1.7661464,1.772516,1.7966073,1.8341845,1.8424569,1.844116,3202
1.7424637,1.7597997,1.7773082,1.794991,1.7982249,1.8014646,1.8128496,1.8641404,1.8658187,3203
2.0507386,2.080483,2.0842311,2.0879862,2.1182706,2.1316578,2.1489944,2.1509295,2.1645229,3204
1.8243066,1.8292389,1.8358361,1.844116,1.8491018,1.8507668,1.8574415,1.9255276,1.964033,3205
1.8095895,1.8177509,1.8243066,1.8259493,1.8557706,1.8574415,1.8674989,1.8979987,1.8997077,3206
1.8708633,1.9014181,1.9065589,1.9117136,1.9534558,1.9552146,1.9728911,1.9800062,1.981789,3207
1.8079616,1.8557706,1.8658187,1.874234,1.8843821,1.9117136,1.9359536,1.9376967,1.9394414,3208
1.703696,1.7113799,1.7206464,1.7284067,1.7645576,1.7661464,1.7805103,1.8128496,1.814482,3209
1.7709215,1.7885406,1.8095895,1.830886,1.8358361,1.844116,1.8591139,1.8607879,1.8624634,3210
